CKG_NM,CKG_MTRL_CN
돼지고기김치두루치기,[재료] 돼지고기(삼겹살+목살)| 양파| 대파| 청고추| 홍고추| 김치 [양념] 고추장 1큰술| 다진 마늘 1큰술| 고춧가루 2큰술| 참기름 1작은술| 설탕 1큰술| 매실 액기스 2큰술| 후추 약간 | 생강가루 1작은술| 미림 | 타임가루| 굴소스 1+1/2큰술
돼지고기김치말이,[재료] 돼지고기 슬라이스 9장| 김치 9장| 노랑/주황/빨강 파프리카 1/3개씩 [양념] 마늘소금 조금
돼지고기김치볶음,[재료] 돼지 삼겹살 300g| 두부 1/2모| 김치 200g| 양파 1/4개| 다진마늘 1큰술| 파 1/3대 [양념] 고춧가루 2큰술| 간장 1큰술| 참기름 1큰술| 물엿 1/3큰술 [고기밑간] 맛술 약간| 소금 약간| 후추 약간
돼지고기김치볶음밥,[재료] 돼지고기 1줌(기름기가 적은 앞다리살을 이용했어요)| 밥 3~4주걱정도| 익은김치 양손 1줌| 양파 작은거 1/2개
돼지고기김치찌개,[재료] 돼지고기 아무부위나 200g| 감자 중간크기 1개| 양파 1/2개| 두부 1/2모 [양념] 고추장 3큰술| 된장 1큰술| 물| 마늘 다진것 1큰술| 참기름 1작은술
돼지고기두루치기,[재료] 돼지고기목살 200g| 양배추 1줌| 양파 1개| 당근 1/4개| 감자 1개| 풋고추 1개| 대파 1/2대| 멸치육수 1컵 [양념] 고추장 2큰술| 진간장 2큰술| 다진 마늘 0.5큰술| 맛술 2큰술| 생강즙 1작은술| 깨소금 1큰술| 고춧가루 1큰술| 설탕 1큰술| 참기름 1큰술| 후춧가루 약간
돼지고기두부찌개,[재료] 돼지고기등심 200g| 파 2뿌리| 청양고추 1개| 두부 1/2모| 느타리버섯 1줌 [양념] 다진마늘 1/2큰술| 고춧가루 4큰술| 물 5컵| 소금 1/2큰술
돼지고기미역국,[재료] 미역 4줌| 돼지고기 앞다리살 250g [양념] 멸치액젓 3T| 소금 1/2T| 참기름 2T| 미향 1T
돼지고기보쌈,[배추김치 재료] 배추 4포기| 무 2개| 쪽파 1/2단| 갓 1/2단| 천일염 6컵 [절임물 재료] 천일염 3컵| 물 5L [찹쌀풀 재료] 찹쌀가루 3큰술| 물 3컵 [보쌈 재료] 돼지목살 1근| 양파 1/2개| 월계수잎 4장| 청주 1/2컵| 물 고기잠길만큼 [배추김치 양념장] 고춧가루 6컵| 다진마늘 7큰술| 새우젓 4큰술| 까나리액젓 2컵| 갈은배 2개| 설탕 2큰술| 소금 약간 [보쌈 양념] 된장 2큰술| 통후추 1/2큰술| 인스턴트 커피 1/2큰술
돼지고기소보로,[재료] 돼지고기 다짐 육 400g [양념재료] 양념간장 4 큰 술| 설탕 1 큰 술| 청주 2큰 술| 다진 마늘 1큰 술| 다진 생강1/4작은 술| 후추 약간| 통깨 1큰 술
돼지고기수육,[재료] 돼지고기목등심| 김치| 아삭이고추| 새우젓 [양념] 된장 3큰술| 커피가루 1큰술| 월계수잎 약간| 양파 1개| 대파 2뿌리| 통후추 약간
돼지고기스테이크,[재료] 한돈 등심 500g| 샬롯 3개| 파인애플 [양념] 소금| 후추| 오레가노| 로즈메리 1줄기| 토마토소스| 발사믹 크림소스
돼지고기안심장조림,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵
돼지고기애호박찌개,[재료] 둥근 애호박 1개| 돼지고기 300g| 양파 1개| 청·홍고추 1개씩 [양념] 새우젓(국물만) 1T| 집간장 1T| 고춧가루 1T| 멸치 다시마 육수 2/3컵| 다진 마늘 1T| 생강 조금| 청주 1T| 소금 2꼬집| 후추 약간| 물 600cc| 까나리 액젓 1/2T
돼지고기야채볶음,[재료] 돼지고기(안심) 210g| 양파 1/4개| 빨강·노랑 파프리카 1/2개씩| 브로콜리 150g| 마늘 3개 [돼지고기(안심)밑간] 진간장 1TS| 청주 1TS| 생강가루 1/2ts| 참기름 1/2ts| 후춧가루 조금 [볶음양념] 두반장 1+1/2TS| 고추기름 1TS| 멸치육수 1TS| 간장 1ts| 청주 1ts| 참기름 1/2ts
돼지고기장조림,[재료] 돼지안심 한근 600g| 향신즙 2큰술| 녹차잎 1작은술| 물 잠길정도 [양자택일] 달걀 10개| 메추리알 20~30개 [조림양념 1] 간장 1컵| 올리고당 1/4컵| 메실 엑기스1/4컵| 물 1~1+1/2컵 [조림양념 2] 사과(소) 1개| 양파 1/2개| 대파 잎과 뿌리 1대분| 마늘 5~6쪽| 생강 1톨| 통후추 1작은술| 마른고추 2개
돼지고기주물럭,[재료] 돼지고기 앞다리살(불고기용) 500g| 청홍고추| 양파 1/2개| 대파 [양념] 시판쌈장 2큰술| 올리고당 1큰술| 마늘 1큰술| 생강즙 1큰술| 청주 1큰술| 후추 약간| 참기름| 포도씨유
돼지고기찜,[재료] 앞다리살 600g| 고구마 2개(감자 2개)| 당근小 1개| 양파中 0.5개| 대파 0.5대| 청양고추 3개| 버섯 1줌| 불린당면(떡볶이떡가능)| 물 2컵 [양념] 간장 6큰술| 고춧가루 3큰술| 요리당 1큰술| 설탕 1큰술| 사과즙 3큰술| 다진마늘 2큰술| 맛술 2큰술| 후춧가루 약간| 생강가루 약간
돼지고추장불고기,[재료] 돼지고기(목살이나 앞다리살) 300g| 양파 1/2개| 청양고추 2개| 홍고추 1개| 대파 1/4대| 고추기름 1큰술| 부추 적당량 [양념] 고추장 3큰술| 청주 2큰술| 고춧가루 1큰술| 간장 1큰술| 설탕 1큰술| 다진마늘 2큰술| 후춧가루 약간
돼지등갈비찜,[재료] 돼지등갈비 1.2kg| 무 7cm 1토막| 당근 1개| 은행 15알| 파채 약간| 물 2~3컵| [등갈비 삶는 향신채]| 대파잎| 대파뿌리 2대분량| 녹차잎 1작은술 [양념] 배(중) 1/4개| 사과(중) 1/2개| 양파1/2개| 생강1쪽| 간장 5큰술| 청주 2큰술| 다진마늘 2큰술| 매실엑기스1큰술| 후추 약간| 참기름 2큰술| 물엿 1~2큰술
돼지목살김치찌개,[재료] 돼지고기 1줌| 김치 1/4포기| 양파 1/3개| 두부 1/4개| 풋고추 1개| 김치국물 1/2컵| 물 4컵| 포도씨유 2큰술 [양념] 다진 마늘 0.5큰술| 고춧가루 1큰술| 소금 약간| 후춧가루 약간
돼지목살김치찜,[재료] 신김치 1/2포기(작은사이즈로)| 돼지목살 200~300g| 다시마 5cm 2장| 양파 1/2개| 홍고추 1개| 청고추 2개| 대파| 다진마늘 [양념] 김칫국물 1/2컵| 물1/2컵| 맛술 2큰술| 물엿 1큰술| 고춧가루 1/2큰술| 참기름 약간| 후추 약간 | 소금 약간 
돼지목살양념구이,[재료] 돼지목살 1근| 대파채 1줌| 양파채 1줌| 편으로 썬 마늘 2개| 청양고추 1개 [연육재료] 키위 1/2개| 양파 1/2개| 마늘 4개| 청양고추 2개| 파인애플 통조림 1개 [양념장] 고춧가루 4큰술| 진간장 1/2컵| 설탕 3큰술| 꿀 2큰술| 핫소스 1큰술| 포도주 1/3컵| 후춧가루 약간| 참기름 0.5큰술
돼지불백,[재료] 돼지뒷다리살 500g [양념] 맛술 1큰술| 생강즙 2큰술| 참기름 1큰술| 간장 2큰술| 다진마늘 1큰술| 굴소스 1큰술| 설탕 1큰술| 올리고당 1+1/2큰술
돼지안심스테이크,[재료] 돼지고기 안심 500g| 베이컨 2팩| 양송이(백만송이) 100g| 모짜렐라 치즈 250g| 허브 소금 약간| 적포도주 3큰술| 후추 약간 [토마토 소스] 토마토 400g| 양파 80g| 마늘 슬라이스 12쪽| 월계수잎 4장| 소금 약간| 후추 약간| 올리브유 약간
돼지족탕,[재료] 국내산 미니족 2~3kg| 월계수잎 2개| 된장 2큰술| 커피 1큰술| 대파 4뿌리| 생강 1개| 양파 1개
된장라면,[재료] 바지락 4개| 홍고추 1개| 청양고추 1개| 호박| 양파| 대파| 라면 1개| 다시마| 다진 마늘 1작은술 [양념] 된장| 고춧가루 1/2큰술
된장찌개,[재료] 감자 작은것 1개| 양파 작은것 1/2개| 호박 1/3개| 두부 1/2모| 느타리버섯 1줌| 물 2.5컵| 청양고추 1개| 다진파 2큰술 [양념] 집된장 1큰술| 시판된장 1큰술| 멸치가루 1큰술| 새우가루 0.5큰술| 고춧가루 0.3큰술
된장칼국수,[재료] 칼국수 2인분| 애호박 1줌| 청양고추 1~2개| 바지락 1봉지| 실파나 대파 썬 것 3큰술 [국물재료] 국물용 멸치 20마리| 다시마( 10*10cm)짜리 1장| 물 7컵 [양념] 된장 2.5큰술| 다진 마늘 0.3큰술
두부간장조림,[재료] 두부 1모(400g_| 양파 1/4개| 대파 1/3대| 멸치다시마육수 1+1/2컵 [양념] 국간장 2큰술| 간장 2큰술| 고춧가루 0.5큰술| 맛술 2큰술| 다진 마늘 1큰술| 물엿 1큰술| 소금 약간| 후춧가루 적당량| 참기름 0.5큰술
두부강정,[재료] 두부 200g| 땅콩 1줌| 녹말가루 적당량| 대파 or 쪽파 적당량 [양념] 고추장 2큰술| 케첩 1큰술| 물엿 2큰술| 흑설탕 0.3큰술| 물 7큰술| 다진 마늘 0.5큰술| 참기름 0.5큰술| 통깨 0.5큰술
두부계란찜,[재료] 부드러운 두부 1모| 계란 유정란 4개| 멸치&다시마물 100ml| 당근| 청피망| 채소| 실고추 [양념] 새우젓 2큰술
두부국,[재료] 두부 200~300g| 양파 1/4개| 멸치다시마육수 3컵 [양념] 고추기름 2큰술| 까나리액젓 2큰술| 다진마늘 1/2큰술| 소금 약간| 후추 약간
두부김밥,[재료] 단무지| 오이| 당근| 크래미| 두부| 김밥용 김| 밥 [양념] 소금| 통깨| 참기름
두부김치,[재료] 김치| 돼지고기| 청양고추| 두부| 육수| 버터 [양념] 고추장 1큰술| 고춧가루 1큰술| 참기름| 다진 마늘 1/2큰술| 소금 1작은술
두부김치볶음밥,[재료] 두부 1/2모| 김치 적당량| 달걀 2개| 밥 1공기 [양념] 통깨 약간| 참기름 약간| 간장 또는 소금 약간
두부김치전,[재료] 두부 1모| 김치 200g| 부침가루 1컵| 달걀 1개 [양념] 물 적당량
두부라자냐,[재료] 라자냐 파스타 4장| 피자치즈 300g| 두부 1모| 올리브유 1T| 소금 1ts| 완두콩 1컵| 파마산치즈 2큰술| 파슬리가루| 허브솔트 1ts [베사멜소스] 버터 3T| 밀가루 3T| 우유 2컵| 치킨스톡 1개| 후추 조금 [토마토소스] 홀스 토마토 1캔| 다진고기 200g| 양파 1개| 마늘 1큰술| 케찹 3~4큰술| 허브솔트 1/2ts| 꿀 (또는 요리당) 1T| 후추| 올리브유 2T| 생바질 3~4장
두부밥,[재료] 두부 1모 (300g)| 밥2/3공기| 들기름 1.5큰술| 참기름 1+1/2큰술| 식용유 2큰술| 파 1큰술(수북히)| 고춧가루 2큰술| 설탕 1작은술| 진간장 2큰술| 깨| 소금
두부버섯샐러드,[재료] 두부(400g) 1팩| 애느타리버섯(약 200g) 1팩| 소금 적당량 [소스] 설탕 1큰술| 식초 1큰술| 간장 2큰술| 다진 마늘 0.5큰술| 송송 썬 파 2큰술| 통깨 1큰술| 참기름 1큰술| 후춧가루 약간
두부볶음밥,[재료] 양파| 애호박| 버섯| 당근| 파프리카| 두부| 밥 1+1/2공기 [양념] 소금 약간| 깨소금 약간| 굴소스(선택) 적당량
두부부침,[재료] 두부 1/2모| 달걀 1개| 전분 약간| 기름 [양념] 소금 약간 [양념장] 발사믹식초 1큰술| 가츠오육수 2큰술| 생수 1큰술| 통깨
두부부침양념장,[재료] 두부 1모| 달래 1줌| 녹말가루 4숟갈 [달래양념장] 간장 2숟갈| 국간장 1/2숟갈| 생강술 1숟갈| 다진파 1/2숟갈| 고추가루 1/2숟갈| 참기름 1/2숟갈| 물 1숟갈| 다진마늘 약간| 통깨 약간
두부새우전,[재료] 손두부 1모| 새우 20g| 부추 10g| 달걀 1개 [양념] 소금 약간| 부침유 적당히| 참기름 약간씩
두부새우젓찌개,[재료] 두부 1모| 애호박 1/3개| 양파 1/4개| 멸치다시마육수 2+1/2컵| 대파 1/5대 [양념] 새우젓 1스푼| 고춧가루 1스푼| 다진 마늘 0.5스푼| 간장 1스푼| 송송 썬 대파 2스푼
두부스낵,[재료] 두부스낵믹스 600g| 계란 2개| 두부 큰것 8등분해서 3조각
두부잡채,[재료] 두부 1/2모(210g)| 당근 1/4개| 양파 1/2개| 버섯 1줌| 오일 약간| 소금 약간 [양념] 간장 1+1/2큰술| 요리당 1큰술| 참기름 1/2작은술| 통깨 약간
두부장,[재료] 두부1모| 청양고추1개| 당근20g| 파30g| 양파70g [양념] 맛간장2컵반| 물3소주컵| 갈색설탕2큰술| 다진마늘1큰술| 통깨
두부전,[재료] 두부 1모| 계란 2개| 밥새우 2큰술| 쪽파 약간| 식용유 적당량 [양념] 소금 약간
두부전골,[재료] 두부 1모| 느타리버섯 1줌| 팽이버섯 1/2봉지| 소고기 다진것 70g| 호박 1/5개| 당근 1/5개| 양파 1/2개| 파 1/2개| 홍고추 1개| 청양고추 1개| 미나리 5줄 [육수재료] 멸치 10개정도| 무 1/5개| 다시마 작은것 2장| 국간장 3큰술| 소금 1/2큰술 [양념재료] 고추가루 1큰술| 고추장 1큰술| 맛술 1큰술| 다진마늘 1큰술 [고기양념] 소금 조금| 후추 조금
두부조림,[재료] 손두부 1모| 포도씨유| 소금 약간| 꽈리고추 1줌| 양파 1/2개| 대파 1줄기 [양념장] 간장 70ml| 물 300ml| 설탕 1큰술| 물엿 or요리당 1큰술| 굴소스 1큰술| 고춧가루 2큰술| 마늘 1/2큰술| 후춧가루 1작은술
두부죽,[재료] 찬밥 3그릇| 물 1.5리터| 두부 작은 것 1모| 밥새우 5큰술| 쪽파 약간 [양념] 소금 약간
두부참치조림,[재료] 두부 250g| 당근 1조각| 새송이버섯 1/4개| 대파 1/2개| 캔참치 1개 [양념] 다진마늘 1T| 설탕 1/2T| 양조 진간장 5T
두부치즈구이,[재료] 새우 3 마리| 두부 1/2 모| 양파 1/2 개(작은것)| 파프리카 1/3개| 피자치즈 조금| 전분 2 큰술 [양념] 다진마늘 조금| 소금| 후춧가루 조금| 올리브유 1 작은술
두부카츠,[두부 카츠 재료] 팩 두부 1모| 생새우 3마리| 부추 20g| 쪽파 1대| 청양고추 1개| 홍고추 조금| 달걀 2개| 맛술 약간| 마늘 양파 소금| 후춧가루 약간| 튀김가루 2스푼| 빵가루 1컵| 강황가루 약간
두부카프레제,[재료] 두부 하나| 토마토 하나 [양념] 올리브드레즐| 발사믹드레즐| 민트잎
두부탕,[재료] 두부 1/2모| 양파 1/4개| 대파 약간| 멸치다시마 육수 3컵 [양념] 고추기름 2스푼| 까나리액젓 2스푼| 다진 마늘 0.5스푼| 소금 약간| 후춧가루 약간
두부톳무침,[재료] 두부 1/2모| 톳 약 1+1/2대접| 당근 약간 [양념] 소금 1찻술반| 마늘 약간
두부피자,[피자 도우] 밀가루강력분 250g| 두부 1/4모| 미지근한 물 150g| 설탕 10g| 소금 5g| 드라이이스트 5g| 포도씨유 2큰술 [피자 토핑] 두부 3/4모| 빨간파프리카| 노랑파프리카 1/2개씩| 양파 1개| 슬라이스햄 2장| 올리브 4개| 피자치즈| 녹말가루 | 식용유  [양념] 케?
두부햄,[재료] 두부| 스팸| 계란| 부침가루| 파| 식용유
두유마요네즈,[재료] 시판두유(가당) 1팩 180ml| 카놀라유 또는 포도씨유 180ml| 생바질 10그램 [양념] 소금 1/2작은술| 레몬즙 1.5큰술
두유아이스크림,[재료] 바나나 얼린 것 3개 [양념] 두유 70g| 연유 30g| 피칸 30g
둥지비빔냉면,[재료] 둥지비빔냉면 3봉| 계란 3개| 오이 1/2개| 청상추 6장| 깻잎 6장| 식초 2T| 참기름 2T| 통깨 1T
들깨감자탕,[재료] 돼지등뼈 2kg| 월계수잎 5장| 다진생강 약간| 후추 약간| 깨순 200g| 감자 5개| 양파 1개| 우거지 200g| 들깨가루 100g| 고춧가루 1/2컵| 다진마늘 1/2컵| 된장 3스푼 [와사비장] 간장 2스푼| 설탕 1스푼| 와사비 약간| 물 1/2스푼
들깨무국,[재료] 무 중간크기 1/2개| 다진대파 2큰술 [양념] 깨 2큰술| 국간장 1큰술| 들기름 1큰술| 다진마늘 1작은술| 볶은 소금 1/2작은술
들깨무채국,[재료(2인분)] 무우 1/4개(400g정도)| 다시물 500ml| 참기름 3티스푼| 꽃소금 적당량( 1/2~1티스푼)| 들깨가루 2스픈 [다시물] 물 1L| 다시용 멸치 10마리| 양파 1/4개| 대파 1뿌리| 다시마 조금(5cmx 5cm) | 무우
들깨소스,[재료] 들깨가루 3밥수저| 매실 2밥수저| 식초 1/2밥수저| 생크림요거트 3밥수저| 샐러드용 엑스트라버진 올리브오일 1밥수저| 소금 약간| 말린 오렌지 적당량| 양상추 적당량| 양파 적당량| 삶은달걀 적당량| 딸기 적당량
들깨순두부찌개,[재료] 물 3컵| 다시마 8*8cm 1장| 국물용 멸치 10마리| 순두부 1봉| 양파 1/2개| 버섯 2-3줌| 대파 1/2대| 들깨가루 4TS| 찹쌀가루 1TS| 물 2-3TS| 국간장 1TS| 다진마늘 0.5TS
들깨토란국,[재료] 토란 400g| 무 1/5개| 들깨가루 8스푼| 국간장 2스푼| 다진마늘 1스푼| 소금 조금| 멸치다시육수 2리터
등갈비구이,[재료] 돼지 등갈비 4대 [밑간] 소금 0.5큰술| 생강술 1/2컵| 후춧가루 1작은술 [소스] 핫토픽의 카붐 바베큐소스 1컵
등갈비김치찌개,[재료] 등갈비 450g| 김치 1/2포기| 통마늘| 청양고추| 대파 적당양 [양념] 고추가루 1TS| 마늘 조금| 다시마육수
등갈비바베큐,[재료] 등갈비 2대 [등갈비 밑간] 생강술 3큰술| 소금 1작은술| 월계수잎 5장| 통후추 1작은술 [양념] 양파 1/2개| 통마늘 8개| 바베큐소스(핫토픽) 1컵| 핫소스 3큰술| 물 1/2컵
등심구이,[재료] 쥬키니 호박 1개| 가지 1개| 노랑 파프리카 1/2개| 빨강 파프리카 1/2개| 육우등심 200g [소스] 토마토 1개| 핫소스 1큰술| 소금 약간| 올리브오일 1작은술| 케찹 2큰술
등심찹스테이크,[재료] 돼지고기 등심 150g| 밀가루 1/4컵| 후춧가루 약간| 허브소금 약간| 올리브유 약간 [양념] 토마토 1개| 감자 작은 것 1개| 당근 1/3개| 양파 1/4개| 체다치즈 갈은 것 1/4컵| 버터 1/2큰술| 올리브유 1큰술| 다진마늘 1/2큰술| 레드와인 1큰술| 토마토 소스 1+1/2큰술| 스테이크 소스 1큰술| 소금 약간| 후추 약간| 물1/2컵
딸기롤케이크,[재료] 달걀노른자 82g| 설탕 105g| 달걀흰자 105g| 박력분 50g| 전분 42g| 바닐라오일 약간| 생크림 150g| 설탕 9g| 딸기 기호에따라
딸기맥주,[재료] 냉동딸기 180g| 물 200ml| 설탕 1큰술| 맥주 1캔
딸기샐러드,[재료] 딸기 10개| 양상추 4장| 채썬 양배추 1줌| 치커리 1/2줌| 옥수수콘 2스푼  [양념] 플레인 요거트 4스푼 | 꿀 1스푼 | 레몬즙 0.5스푼 
딸기생크림케이크,[재료] 딸기| 키세스초콜릿| 장식용왕관택 1개 [양념] 생크림 700ml| 물 2T| 설탕 1T
딸기스무디,[재료] 생딸기 적당량| 꿀
딸기에이드,[재료] 딸기 10 개정도| 레몬즙1큰술| 꿀1큰술| 탄산음료 500 ml| 얼음 조금
딸기와플,[재료] 박력분 150g| 베이킹파우더 4g| 딸기쨈 50g| 계란 1개| 소금 1g| 식용유 40g| 우유 150g| 생크림 1컵| 슈가파우더 50g [데코레이션 ] 생딸기 15개| 민트잎| 메이플시럽 1/2컵| 슈거파우더 약간
딸기요거트스무디,[재료] 냉동딸기| 플레인요거트| 우유
딸기잼쿠키,[재료] 박력분 100g| 베이킹파우더 1/3작은술| 버터 65g| 설탕 20g| 달걀 1/2개 (30g)| 뭍힘용 설탕 약간| 딸기잼 기호에따라
딸기쨈,[재료] 딸기 [양념] 설탕
